"date","location","Zip Code","state","year","fatalities","injured","totalvictims","percfatal","venue","priorsignsofpossiblementalillnes","weaponsobtainedlegally","race","gender","age","legalgun","handguns","revolvers","shotguns","assaultguns","religious","school","workplace","poss_mental","minority","ar_ban","bradybill","depmed","offdepmed","med","reasonmed","onoroff","timeonmed","arrested","suicide","police","highcapacityclip","deathpenalty","statepermittopurchase","firearmregistration","assaultweaponlaw","ownerlicenserequired","concealedcarryweaponccwpermitsis","opencarry","nfaweaponsrestricted","peaceablejourneylaws","castledoctrinestandyourground","gunswithhighcapacitymagizines","assaultweaponsbydefinitionofnewl","Type"
"20120827","Baltimore, MD","21217","MD","2012","0","1","1","0","School","Yes","Yes","white","male","15","1","0","0","0","1","0","1","0","1","0","1","1","0","0","None","None","None","None","1","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","Shooter"
"20120805","Oak Creek, Wisconsin","53154","WI","2012","7","3","10","0.69999999","Religious","Yes","Yes","white","Male","40","1","1","0","0","0","1","0","0","1","0","0","1","0","0","None","None","None","None","0","1","0","1","0","0","0","0","0","1","1","0","0","1","1","0","Mass"
"20120720","Aurora, Colorado","80012","CO","2012","12","58","70","0.1714","Other","Yes","Yes","white","Male","24","1","2","0","1","1","0","0","0","1","0","0","1","0","0","None","None","None","None","1","0","0","1","1","0","0","0","0","1","1","0","1","1","2","1","Mass"
"20120717","Tuscaloosa, AL","35401","AL","2012","0","18","18","0","Work","Yes","Yes","white","male","44","1","0","0","1","0","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Shooter"
"20120530","Seattle, WA","98105","WA","2012","5","0","5","1","Work","Yes","Yes","white","male","40","1","2","0","0","1","0","0","1","1","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","0","Mass"
"20120406","Tulsa, OK","74126","OK","2012","3","2","5","0.6","Work","Yes","Yes","white","male","32","1","2","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","Spree"
"20120402","Oakland, California","94621","CA","2012","7","3","10","0.69999999","School","Yes","Yes","Asian","Male","43","1","1","0","0","0","0","1","0","1","1","1","1","1","1","Zoloft","Depression","On","2 weeks","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Mass"
"20120323","Durham, NC","27704","NC","2012","2","2","4","0.5","Work","No","Yes","white","male","24","1","1","0","0","1","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","Shooter"
"20120308","Pittsburgh, PA","15213","PA","2012","1","7","8","0.125","Work","No","Yes","white","male","30","1","2","0","0","0","0","0","1","0","0","0","1","0","1","None","Depression","None","None","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20120227","Chardon, OH","44024","OH","2012","3","3","6","0.5","School","No","Yes","white","male","17","1","1","0","0","0","0","1","0","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","Spree"
"20120222","Norcross, Georgia","30071","GA","2012","5","0","5","1","Other","Yes","Yes","Asian","Male","59","1","1","0","0","0","0","0","0","1","1","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","Mass"
"20120208","Middleton, NY","10940","NY","2012","0","1","1","0","Work","No","Yes","white","male","43","1","0","0","0","1","0","0","1","0","0","1","1","0","0","None","None","None","None","0","0","1","1","0","1","0","1","0","1","1","1","0","1","1","0","Shooter"
"20120113","Star, NC","27356","NC","2012","3","1","4","0.75","Work","Yes","Yes","white","male","50","1","0","0","0","1","0","0","1","1","0","0","1","0","0","None","None","None","None","0","1","0","1","1","1","0","0","0","1","1","1","0","1","1","0","Spree"
"20111216","Irwindale, CA","91702","CA","2011","2","2","4","0.5","Work","No","Yes","other","male","51","1","1","0","0","0","0","0","1","0","1","1","1","0","1","None","Depression","None","None","0","1","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Shooter"
"20111014","Seal Beach, California","90740","CA","2011","8","1","9","0.88889998","Other","Yes","Yes","white","Male","42","1","2","1","0","0","0","0","0","1","0","1","1","1","1","Celexa","Depression","Off","Month","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Mass"
"20111005","Cupertino, CA","95014","CA","2011","3","7","10","0.3","Work","No","Yes","other","male","49","1","1","0","2","1","0","0","1","0","1","1","1","0","1","None","Depression","None","None","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","Spree"
"20110913","Girard, KS","66743","KS","2011","0","1","1","0","Work","No","Yes","white","male","48","1","3","0","1","0","0","0","1","0","0","0","1","0","0","None","None","None","None","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","Shooter"
"20110906","Carson City, Nevada","89701","NV","2011","5","7","12","0.41670001","Other","Yes","Yes","Latino","Male","32","1","0","1","0","2","0","0","0","1","1","0","1","0","0","None","None","None","None","0","1","0","1","1","1","1","0","1","1","0","1","1","1","2","2","Mass"
"20110827","Queens, NY","11423","NY","2011","0","11","11","0","Work","No","Yes","other","male","22","1","1","0","0","1","0","0","1","0","1","1","1","0","0","None","None","None","None","1","0","0","1","0","1","0","1","0","1","1","1","0","1","2","1","Shooter"
"20110807","Copley Township, OH","44321","OH","2011","7","1","8","0.875","Work","Yes","Yes","white","male","51","1","2","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","0","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","Mass"
"20110408","Chester, PA","19013","PA","2011","2","8","10","0.2","School","Yes","Yes","other","male","16","1","1","0","0","1","0","1","0","1","1","0","1","0","1","None","Depression","None","None","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","0","Shooter"
"20110108","Tucson, Arizona","85704","AZ","2011","6","13","19","0.31580001","Other","Yes","Yes","white","Male","22","1","1","0","0","0","0","0","0","1","0","0","1","1","1","Prozac","Depression","Off","Month","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","0","Mass"
"20110105","Omaha, NE","68137","NE","2011","1","1","2","0.5","School","Yes","No","white","male","17","0","1","0","0","0","0","1","0","1","0","0","1","0","0","None","None","None","None","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","Shooter"
"20101214","Panama City, FL","32401","FL","2010","0","4","4","0","School","No","No","white","male","56","0","1","0","0","1","0","1","0","0","0","0","1","0","0","None","None","None","None","0","1","0","1","1","0","0","0","0","0","1","0","0","1","1","1","Shooter"
"20101029","Reno, NV","","NV","2010","0","3","3","0","Work","No","Yes","white","male","45","1","2","0","0","0","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0","Shooter"
"20101013","Washington, DC","20032","DC","2010","1","1","2","0.5","Work","No","Yes","black","Male","38","1","1","0","0","0","0","0","1","0","1","1","1","0","0","None","None","None","None","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","Shooter"
"20101008","Carlsbad, CA","92008","CA","2010","0","2","2","0","School","Yes","Yes","white","male","41","1","1","0","0","0","0","1","0","1","0","1","1","0","1","None","Depression","None","None","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Shooter"
"20101004","Gainesville, FL","32605","FL","2010","1","5","6","0.166666667","Work","Yes","Yes","white","male","24","1","1","0","0","1","0","0","1","1","0","0","1","0","0","None","None","None","None","0","1","0","1","1","0","0","0","0","0","1","0","0","1","1","0","Shooter"
"20100922","Crete, NE","68333","NE","2010","0","3","3","0","Work","Yes","Yes","other","male","26","1","1","0","0","0","0","0","1","1","1","0","1","0","0","None","None","None","None","0","1","0","0","1","1","0","0","0","1","1","0","1","0","0","0","Shooter"
"20100920","El Paso, TX","","TX","2010","1","1","2","0.5","Work","Yes","Yes","white","male","63","1","1","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20100909","Philadelphia, PA","19116","PA","2010","2","1","3","0.666666667","Work","No","Yes","other","female","43","1","1","0","0","0","0","0","1","0","1","0","1","0","1","None","Depression","None","None","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20100803","Manchester, Connecticut","06042","CT","2010","9","2","11","0.81819999","Work","No","Yes","black","Male","34","1","2","0","0","0","0","0","1","0","1","1","1","1","1","Prozac/Adderol","Depression/ADHD","On","Month","0","1","0","1","1","1","0","1","0","1","1","1","0","1","1","0","Mass"
"20100712","Albuquerque, NM","87123","NM","2010","2","4","6","0.333333333","Work","No","Yes","white","male","37","1","1","0","0","0","0","0","1","0","0","0","1","0","0","None","None","None","None","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","Shooter"
"20100606","Hialeah, FL","33010","FL","2010","4","3","7","0.571428571","Work","No","Yes","other","male","37","1","1","0","0","0","0","0","1","0","1","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","Mass"
"20100527","New York Mills, NY","13417","NY","2010","0","1","1","0","Work","No","Yes","white","male","79","1","1","0","0","0","0","0","1","0","0","1","1","0","0","None","None","None","None","0","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","Shooter"
"20100517","Boulder, CO","","CO","2010","2","0","2","1","Work","Yes","Yes","white","male","53","1","1","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Spree"
"20100507","Bloomfield, NJ","07003","NJ","2010","0","1","1","0","Work","Yes","Yes","other","male","17","1","1","0","0","1","0","0","1","1","1","1","1","0","0","None","None","None","None","0","0","1","1","0","1","1","1","0","1","1","1","0","0","2","1","Shooter"
"20100419","Knoxville, TN","37902","TN ","2010","1","2","3","0.333333333","Work","No","yes","other","Male","38","1","1","0","0","0","0","0","1","0","1","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","Shooter"
"20100310","Tarpon Springs, FL","34689","FL","2010","1","0","1","1","Work","No","yes","other","Female","41","1","1","0","0","0","0","0","1","0","1","0","1","0","0","None","None","None","None","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","Shooter"
"20100309","Columbus, OH","43205","OH","2010","1","1","2","0.5","School","No","yes","white","Male","50","1","2","0","0","0","0","1","0","0","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","1","0","1","0","0","Shooter"
"20100304","Arlington, VA","","VA","2010","0","2","2","0","Military","No","yes","white","Male","36","1","1","0","0","1","0","0","1","0","0","0","1","0","0","None","None","None","None","0","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0","Shooter"
"20100223","Littleton, CO","80123","CO","2010","0","2","2","0","School","Yes","yes","white","Male","32","1","0","0","1","0","0","1","0","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20100212","Hunstville, AL","35899","AL","2010","3","3","6","0.5","School","Yes","yes","white","Female","44","1","1","0","0","0","0","1","0","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Spree"
"20100114","Brooksville, FL","34601","FL","2010","3","2","5","0.6","Work","No","yes","white","Male","55","1","1","0","0","0","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","Spree"
"20100112","Kennesaw, GA","30144","GA","2010","3","2","5","0.6","Work","No","yes","white","Male","60","1","2","0","0","0","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","Spree"
"20100107","St. Louis, MO","63120","MO","2010","3","5","8","0.375","Work","No","yes","white","Male","51","1","2","0","1","1","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Spree"
"20100104","Las Vegas, NV","","NV","2010","1","1","2","0.5","Military","No","yes","white","Male","66","1","0","0","0","1","0","0","1","0","0","0","1","0","0","None","None","None","None","0","0","1","1","1","1","1","0","1","1","0","1","1","1","1","0","Shooter"
"20091223","Baton Rouge, LA","","LA","2009","2","1","3","0.666666667","Work","Yes","yes","white","Male","53","1","1","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","Shooter "
"20091129","Parkland, Washington","98444","WA","2009","4","1","5","0.80000001","Other","Yes","No","black","Male","37","0","1","1","0","0","0","0","0","1","1","0","1","1","1","Cymbalta","Depression","On","Month","0","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","Mass"
"20091110","Tualatin, OR","97062","OR","2009","1","2","3","0.333333333","Work","Yes","yes","white","Male","39","1","1","0","1","1","0","0","1","1","0","0","1","0","1","None","Depression","None","None","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","Shooter"
"20091107","Vali, CO","81657","CO","2009","1","3","4","0.25","Work","Yes","No","white","Male","63","0","1","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20091106","Smith and Hills Orlando, FL","32801","FL","2009","1","5","6","0.166666667","Work","No","No","other","Male","40","0","1","0","0","0","0","0","1","0","1","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","Shooter"
"20091105","Fort Hood, Texas","76544","TX","2009","13","30","43","0.30230001","Other","Yes","Yes","white","Male","39","1","1","0","0","0","0","0","0","0","0","0","1","0","0","None","None","None","None","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","0","Mass"
"20090911","Owosso, MI","48867","MI","2009","2","0","2","1","Work","Yes","yes","white","Male","33","1","3","0","0","0","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","0","0","1","1","0","0","1","1","0","1","1","0","0","Spree"
"20090804","Collier Township, PA","15017","PA","2009","3","9","12","0.25","Work","Yes","yes","white","Male","48","1","1","0","0","0","0","0","1","1","0","0","1","0","1","None","Depression","None","None","0","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Spree"
"20090725","Club LT Tranz, TX","77090","TX","2009","1","2","3","0.333333333","Work","Yes","yes","other","Male","27","1","1","1","0","0","0","0","1","1","1","0","1","0","0","None","None","None","None","0","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Shooter"
"20090701","Simi Valley, CA","","CA","2009","1","4","5","0.2","Work","Yes","yes","white","Male","30","1","0","0","1","0","0","0","1","1","0","1","1","0","1","None","Depression","None","None","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Shooter"
"20090610","US Holocause Museum, DC","20024","DC","2009","1","0","1","1","Military","No","yes","white","Male","89","1","0","0","1","1","0","0","1","0","0","1","1","0","0","None","None","None","None","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","Shooter"
"20090601","North Little Rock, AR","71964","AR","2009","1","1","2","0.5","School","No","yes","other","Male","23","1","1","0","2","0","0","1","0","0","1","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","Shooter"
"20090518","Cut Off, LA","70345","LA","2009","0","0","0","0","School","No","yes","white","Male","15","1","1","0","0","0","0","1","0","0","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","Shooter"
"20090426","Hampton, VA","","VA","2009","0","2","2","0","School","Yes","yes","other","Male","18","1","3","0","0","1","0","1","0","1","1","0","1","0","0","None","None","None","None","1","0","0","1","1","0","0","1","0","1","0","1","1","1","2","1","Shooter"
"20090407","Temecula, CA","92590","CA","2009","1","2","3","0.333333333","Work","Yes","yes","other","Male","69","1","1","0","0","0","0","0","1","1","1","1","1","0","1","None","Depression","None","None","1","0","0","0","1","1","1","1","0","1","1","1","0","1","0","0","Shooter"
"20090403","Binghamton, New York","13905","NY","2009","14","4","18","0.77780002","Other","Yes","Yes","Asian","Male","41","1","2","0","0","0","0","0","0","1","1","1","1","0","0","None","None","None","None","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","0","Mass"
"20090329","Carthage, North Carolina","28327","NC","2009","8","3","11","0.72729999","Other","Yes","Yes","white","Male","45","1","0","1","1","0","0","0","0","1","0","0","1","1","1","Zoloft","Depression","Off","2 weeks","1","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","Mass"
"20090310","Coffee/Geneva, AL","36430","AL","2009","10","1","11","0.909090909","Work","No","yes","white","Male","28","1","0","0","1","0","0","0","1","0","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","Mass"
"20090210","Knoxville, TN","","TN ","2010","0","2","2","0","School","Yes","yes","white","Male","48","1","1","0","0","0","0","1","0","1","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","Shooter"
"20090104","Portland, OR","","OR","2009","2","7","9","0.222222222","Work","No","yes","other","Male","24","1","1","0","0","0","0","0","1","0","1","0","1","0","1","None","Depression","None","None","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","Shooter"
"20080902","Alger, WA","98226","WA","2008","6","4","10","0.6","Work","No","yes","white","Male","28","1","0","0","1","0","0","0","1","0","0","0","1","0","0","None","None","None","None","1","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","Mass"
"20080727","Knoxville, TN","37919","TN ","2008","2","7","9","0.222222222","Religion","Yes","yes","white","Male","58","1","0","0","0","1","0","0","1","1","0","0","1","0","0","None","None","None","None","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","0","Shooter"
"20080625","Henderson, Kentucky","42420","KY","2008","6","1","7","0.85710001","Work","No","Yes","white","Male","25","1","1","0","0","0","0","0","1","0","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","Mass"
"20080528","Winnemucca, NV","89445","NV","2008","2","2","4","0.5","Work","Yes","yes","other","Male","30","1","1","0","0","0","0","0","1","1","1","0","1","0","0","None","None","None","None","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","Shooter"
"20080303","West Palm Beach, FL","","FL","2008","1","4","5","0.2","Work","No","yes","other","Male","60","1","1","0","0","0","0","0","1","0","1","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","Shooter"
"20080214","DeKalb, Illinois","60115","IL","2008","6","21","27","0.22220001","School","Yes","Yes","white","Male","27","1","3","0","1","0","0","1","0","1","0","0","1","1","1","Prozac","Depression","Off","2 weeks","0","1","0","1","0","1","0","0","1","0","0","1","0","1","3","0","Mass"
"20080208","Baton Rouge, LA","","LA","2008","2","0","2","1","School","No","No","other","Female","23","0","1","0","0","0","0","1","0","0","1","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","Shooter"
"20080207","Kirkwood, Missouri","63122","MO","2008","6","2","8","0.75","Other","No","No","black","Male","52","0","1","1","0","0","0","0","0","0","1","0","1","0","0","None","None","None","None","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","Mass"
"20071209","Arvada, CO","80004","CO","2007","4","5","9","0.444444444","Work","Yes","yes","white","Male","24","1","2","0","1","0","0","0","1","1","0","0","1","0","0","None","None","None","None","0","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","Mass"
